item_uuid,Item Label,URI,Citation URI,Project,Arches Project UUID,Latitude (WGS 84),Longitude (WGS 84),Early BCE/CE,Late BCE/CE,Item Category,Item Category (AFS concept),Creator,Weight (grams),Decoration,New Simple Decoration,Other info,As,Au,Ba,Br,Ca,Nd,Rb,Sb,Sc,Sm,Ta,Tb,Th,U,Yb,Zn,Ce,Co,Cr,Cs,Eu,Fe,Hf,K,La,Lu,Na,geo_point
f20db744-fa40-4b9a-b4df-ca62cf8a25ac,AIA 1010,https://opencontext.org/subjects/f20db744-fa40-4b9a-b4df-ca62cf8a25ac,https://n2t.net/ark:/28722/k2g73sk33,LBA-IA Ceramic Compositional Data from Troy,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,39.9574327844,26.2384586227,-1150,-1040,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Pavol Hnila|Carolyn Aslan|Diane Thumm-Dograyan|Wendy Rigter|Peter Grave|Lisa Kealhofer|Ben Marsh,,,,,30,0.001,500,2.1,5.8,,,,,,,,,,,,65,20,179,10,1.3,4.3,4,2.3,32.5,0.33,0.88,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}"
0ebb5fd1-e438-4575-bac4-9d022e1f7bf4,AIA 1011,https://opencontext.org/subjects/0ebb5fd1-e438-4575-bac4-9d022e1f7bf4,https://n2t.net/ark:/28722/k2m04hc6r,LBA-IA Ceramic Compositional Data from Troy,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,39.9574327844,26.2384586227,-1800,-85,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Pavol Hnila|Carolyn Aslan|Diane Thumm-Dograyan|Wendy Rigter|Peter Grave|Lisa Kealhofer|Ben Marsh,,,,,14,0.001,2000,0.001,2,,,,,,,,,,,,87,21,194,9.1,1.5,5.4,5.4,4.3,47,0.39,0.78,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}"
93d65262-44ce-4a74-8822-1f79210dcea0,AIA 1012,https://opencontext.org/subjects/93d65262-44ce-4a74-8822-1f79210dcea0,https://n2t.net/ark:/28722/k2qr57593,LBA-IA Ceramic Compositional Data from Troy,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,39.9574327844,26.2384586227,-1150,-1040,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Pavol Hnila|Carolyn Aslan|Diane Thumm-Dograyan|Wendy Rigter|Peter Grave|Lisa Kealhofer|Ben Marsh,,,,,19,7.0,1300,3.2,1.2,,,,,,,,,,,,62,13,100,5.6,0.72,2.92,5.5,2.6,31.9,0.33,1,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}"
15141710-63f8-4ae2-b5b5-bc1e3b4019f2,AIA 1013,https://opencontext.org/subjects/15141710-63f8-4ae2-b5b5-bc1e3b4019f2,https://n2t.net/ark:/28722/k2vh5z03g,LBA-IA Ceramic Compositional Data from Troy,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,39.9574327844,26.2384586227,-1150,-1040,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Pavol Hnila|Carolyn Aslan|Diane Thumm-Dograyan|Wendy Rigter|Peter Grave|Lisa Kealhofer|Ben Marsh,,,,,18,0.001,1300,4,1.4,,,,,,,,,,,,62,16,126,4.3,0.77,2.73,4.6,2.4,28,0.32,1.24,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}"
1f1cdffc-205e-4c56-ace5-bae1ca4ec2ab,AIA 1014,https://opencontext.org/subjects/1f1cdffc-205e-4c56-ace5-bae1ca4ec2ab,https://n2t.net/ark:/28722/k2057z754,LBA-IA Ceramic Compositional Data from Troy,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,39.9574327844,26.2384586227,-1150,-1040,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Pavol Hnila|Carolyn Aslan|Diane Thumm-Dograyan|Wendy Rigter|Peter Grave|Lisa Kealhofer|Ben Marsh,,,,,12,0.001,740,1.6,3.6,,,,,,,,,,,,40,9,67,3.6,0.35,2.06,3.5,2.3,20.3,0.22,0.57,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}"
297f9893-8307-48c8-bd6e-8eb3f15b093a,AIA 1015,https://opencontext.org/subjects/297f9893-8307-48c8-bd6e-8eb3f15b093a,https://n2t.net/ark:/28722/k23x8p202,LBA-IA Ceramic Compositional Data from Troy,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,39.9574327844,26.2384586227,-1150,-1040,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Pavol Hnila|Carolyn Aslan|Diane Thumm-Dograyan|Wendy Rigter|Peter Grave|Lisa Kealhofer|Ben Marsh,,,,,15,0.001,650,0.001,5.1,,,,,,,,,,,,61,20,167,8.3,1.1,4.15,4,3.2,31.7,0.33,0.94,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}"
e8923c4d-f2fb-4958-ae0b-92c9ceb2705e,AIA 1016,https://opencontext.org/subjects/e8923c4d-f2fb-4958-ae0b-92c9ceb2705e,https://n2t.net/ark:/28722/k27p9cv4s,LBA-IA Ceramic Compositional Data from Troy,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,39.9574327844,26.2384586227,-1150,-1040,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Pavol Hnila|Carolyn Aslan|Diane Thumm-Dograyan|Wendy Rigter|Peter Grave|Lisa Kealhofer|Ben Marsh,,,,,19,0.001,810,0.001,0.6,,,,,,,,,,,,91,17,121,27,1.6,4.55,5.8,3.3,49.3,0.4,0.99,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}"
1096ebf3-5dae-4f66-910f-af4378cf481c,AIA 1017,https://opencontext.org/subjects/1096ebf3-5dae-4f66-910f-af4378cf481c,https://n2t.net/ark:/28722/k2cg03n6h,LBA-IA Ceramic Compositional Data from Troy,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,39.9574327844,26.2384586227,-1150,-1040,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Pavol Hnila|Carolyn Aslan|Diane Thumm-Dograyan|Wendy Rigter|Peter Grave|Lisa Kealhofer|Ben Marsh,,,,,10,0.001,600,2,14,,,,,,,,,,,,64,17,113,1.2,1.4,4.21,7.5,1.3,31.6,0.39,0.38,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}"
4580210a-9380-4623-a24a-e697edba0a10,AIA 1018,https://opencontext.org/subjects/4580210a-9380-4623-a24a-e697edba0a10,https://n2t.net/ark:/28722/k2h70tf89,LBA-IA Ceramic Compositional Data from Troy,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,39.9574327844,26.2384586227,-1800,-85,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Pavol Hnila|Carolyn Aslan|Diane Thumm-Dograyan|Wendy Rigter|Peter Grave|Lisa Kealhofer|Ben Marsh,,,,,48,0.001,680,1.8,1.4,,,,,,,,,,,,72,25,271,8.2,1.6,5.07,5.2,2.3,36.5,0.47,1.17,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}"
f1f23505-0285-4fbb-b5ee-8727e33f9eac,AIA 1019,https://opencontext.org/subjects/f1f23505-0285-4fbb-b5ee-8727e33f9eac,https://n2t.net/ark:/28722/k2n01j83j,LBA-IA Ceramic Compositional Data from Troy,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,39.9574327844,26.2384586227,-1150,-1040,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Pavol Hnila|Carolyn Aslan|Diane Thumm-Dograyan|Wendy Rigter|Peter Grave|Lisa Kealhofer|Ben Marsh,,,,,10,0.001,490,2.1,14,,,,,,,,,,,,60,31,191,3.1,1.6,5.49,4.5,1.2,32.5,0.36,0.47,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}"
00865f7d-3486-41c3-9f2a-107de625b3a2,AIA 1020,https://opencontext.org/subjects/00865f7d-3486-41c3-9f2a-107de625b3a2,https://n2t.net/ark:/28722/k2rr2827c,LBA-IA Ceramic Compositional Data from Troy,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,39.9574327844,26.2384586227,-1150,-1040,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Pavol Hnila|Carolyn Aslan|Diane Thumm-Dograyan|Wendy Rigter|Peter Grave|Lisa Kealhofer|Ben Marsh,,,,,12,0.001,510,3,3.7,,,,,,,,,,,,47,29,361,3.4,1.5,6.76,2.5,1.8,25.2,0.34,1.84,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}"
dba81c74-0e23-4033-baa6-30a6c48eae91,AIA 1021,https://opencontext.org/subjects/dba81c74-0e23-4033-baa6-30a6c48eae91,https://n2t.net/ark:/28722/k2wd48g98,LBA-IA Ceramic Compositional Data from Troy,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,39.9574327844,26.2384586227,-1150,-1040,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Pavol Hnila|Carolyn Aslan|Diane Thumm-Dograyan|Wendy Rigter|Peter Grave|Lisa Kealhofer|Ben Marsh,,,,,19,6.0,1000,4.1,5.9,,,,,,,,,,,,70,15,158,6.9,1,3,7,2.4,35.2,0.34,1.15,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}"
145481e7-2962-4c3f-946c-f66e9b6acaab,AIA 1022,https://opencontext.org/subjects/145481e7-2962-4c3f-946c-f66e9b6acaab,https://n2t.net/ark:/28722/k2155045r,LBA-IA Ceramic Compositional Data from Troy,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,39.9574327844,26.2384586227,-1190,-1150,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Pavol Hnila|Carolyn Aslan|Diane Thumm-Dograyan|Wendy Rigter|Peter Grave|Lisa Kealhofer|Ben Marsh,,,,,29,6.0,720,2.1,4.4,,,,,,,,,,,,75,42,327,10,1.5,5.95,4.3,3.2,39.6,0.41,0.67,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}"
b89efa11-76c3-45ba-bf2f-873c540190c7,AIA 1023,https://opencontext.org/subjects/b89efa11-76c3-45ba-bf2f-873c540190c7,https://n2t.net/ark:/28722/k24x5px9s,LBA-IA Ceramic Compositional Data from Troy,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,39.9574327844,26.2384586227,-1150,-1040,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Pavol Hnila|Carolyn Aslan|Diane Thumm-Dograyan|Wendy Rigter|Peter Grave|Lisa Kealhofer|Ben Marsh,,,,,24,0.001,650,3.2,4.6,,,,,,,,,,,,61,20,164,8,1,4.2,4.2,3.7,31.7,0.33,0.98,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}"
a5da52ef-7988-4e99-9fe5-dc4ed4b61db3,AIA 1024,https://opencontext.org/subjects/a5da52ef-7988-4e99-9fe5-dc4ed4b61db3,https://n2t.net/ark:/28722/k28p6dr22,LBA-IA Ceramic Compositional Data from Troy,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,39.9574327844,26.2384586227,-1150,-1040,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Pavol Hnila|Carolyn Aslan|Diane Thumm-Dograyan|Wendy Rigter|Peter Grave|Lisa Kealhofer|Ben Marsh,,,,,11,0.001,590,0.001,6,,,,,,,,,,,,65,20,182,9.2,1.3,4.49,5.1,3.3,34.2,0.35,0.77,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}"
219d71ec-b032-46c8-971c-f73aac0381a3,AIA 1025,https://opencontext.org/subjects/219d71ec-b032-46c8-971c-f73aac0381a3,https://n2t.net/ark:/28722/k2df74j5q,LBA-IA Ceramic Compositional Data from Troy,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,39.9574327844,26.2384586227,-1190,-1150,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Pavol Hnila|Carolyn Aslan|Diane Thumm-Dograyan|Wendy Rigter|Peter Grave|Lisa Kealhofer|Ben Marsh,,,,,22,0.001,940,0.7,1.5,,,,,,,,,,,,73,21,157,5.4,1,4.63,5.4,2.9,36.1,0.38,1.23,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}"
31da131e-2061-4cfd-a153-20fbca147dc1,AIA 1026,https://opencontext.org/subjects/31da131e-2061-4cfd-a153-20fbca147dc1,https://n2t.net/ark:/28722/k2j67vb80,LBA-IA Ceramic Compositional Data from Troy,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,39.9574327844,26.2384586227,-1070,-900,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Pavol Hnila|Carolyn Aslan|Diane Thumm-Dograyan|Wendy Rigter|Peter Grave|Lisa Kealhofer|Ben Marsh,,,,,8,0.001,610,0.6,5,,,,,,,,,,,,55,20,250,4.6,1.1,4.13,4.2,2.1,26.2,0.32,1,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}"
b0ff93db-9b7b-4163-8196-99c418734512,AIA 1027,https://opencontext.org/subjects/b0ff93db-9b7b-4163-8196-99c418734512,https://n2t.net/ark:/28722/k2nz8k53x,LBA-IA Ceramic Compositional Data from Troy,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,39.9574327844,26.2384586227,-1070,-750,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Pavol Hnila|Carolyn Aslan|Diane Thumm-Dograyan|Wendy Rigter|Peter Grave|Lisa Kealhofer|Ben Marsh,,,,,19,0.001,960,1.6,4.6,,,,,,,,,,,,65,19,171,8.1,0.91,4.08,4.4,3,32.9,0.33,0.814,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}"
5f622339-3094-469b-a34d-f711287453c4,AIA 1028,https://opencontext.org/subjects/5f622339-3094-469b-a34d-f711287453c4,https://n2t.net/ark:/28722/k2sn0kk5c,LBA-IA Ceramic Compositional Data from Troy,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,39.9574327844,26.2384586227,-750,-650,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Pavol Hnila|Carolyn Aslan|Diane Thumm-Dograyan|Wendy Rigter|Peter Grave|Lisa Kealhofer|Ben Marsh,,,,,21,6.0,890,1.9,2.7,,,,,,,,,,,,77,25,208,10,1.2,4.53,6,2.7,42.6,0.38,1.27,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}"
c93e89c8-220f-494c-b66a-1b0eb7e8e348,AIA 1029,https://opencontext.org/subjects/c93e89c8-220f-494c-b66a-1b0eb7e8e348,https://n2t.net/ark:/28722/k2xd19c9h,LBA-IA Ceramic Compositional Data from Troy,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,39.9574327844,26.2384586227,-750,-650,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Pavol Hnila|Carolyn Aslan|Diane Thumm-Dograyan|Wendy Rigter|Peter Grave|Lisa Kealhofer|Ben Marsh,,,,,21,0.001,900,2.7,3.6,,,,,,,,,,,,77,30,233,11,1.4,4.91,5.2,2.2,40.3,0.4,1.33,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}"
28b06abb-da56-4d8e-adb3-2fa7fb956185,AIA 1030,https://opencontext.org/subjects/28b06abb-da56-4d8e-adb3-2fa7fb956185,https://n2t.net/ark:/28722/k22521150,LBA-IA Ceramic Compositional Data from Troy,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,39.9574327844,26.2384586227,-1800,-85,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Pavol Hnila|Carolyn Aslan|Diane Thumm-Dograyan|Wendy Rigter|Peter Grave|Lisa Kealhofer|Ben Marsh,,,,,51,12.0,1100,1.9,2.4,,,,,,,,,,,,77,26,208,10,1.3,4.73,5,3.1,39.1,0.37,1.03,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}"
7bade607-24bb-47c7-892b-d1404ca3781f,AIA 1031,https://opencontext.org/subjects/7bade607-24bb-47c7-892b-d1404ca3781f,https://n2t.net/ark:/28722/k25x2qt91,LBA-IA Ceramic Compositional Data from Troy,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,39.9574327844,26.2384586227,-750,-650,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Pavol Hnila|Carolyn Aslan|Diane Thumm-Dograyan|Wendy Rigter|Peter Grave|Lisa Kealhofer|Ben Marsh,,,,,20,0.001,1000,5,3.5,,,,,,,,,,,,73,26,190,8.8,1.3,4.18,5,2.1,38.6,0.36,1.24,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}"
7657801d-b4a9-4135-ab05-f0064063f708,AIA 1032,https://opencontext.org/subjects/7657801d-b4a9-4135-ab05-f0064063f708,https://n2t.net/ark:/28722/k29p3fn29,LBA-IA Ceramic Compositional Data from Troy,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,39.9574327844,26.2384586227,-1800,-85,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Pavol Hnila|Carolyn Aslan|Diane Thumm-Dograyan|Wendy Rigter|Peter Grave|Lisa Kealhofer|Ben Marsh,,,,,18,6.0,800,3.3,3.5,,,,,,,,,,,,74,26,236,8.8,1.6,4.5,5.5,2.9,39.8,0.38,1.5,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}"
fac024a1-be12-4039-96dd-01ed0d9c6c45,AIA 1033,https://opencontext.org/subjects/fac024a1-be12-4039-96dd-01ed0d9c6c45,https://n2t.net/ark:/28722/k2ff45f7x,LBA-IA Ceramic Compositional Data from Troy,2bc523c8-6d65-47c1-ad1e-1a8efd974c42,39.9574327844,26.2384586227,-750,-650,Pottery,https://afsdemo.archesproject.org/rdm/ce956428-a4a6-4f5a-82aa-75d50ec759d1,Pavol Hnila|Carolyn Aslan|Diane Thumm-Dograyan|Wendy Rigter|Peter Grave|Lisa Kealhofer|Ben Marsh,,,,,31,0.001,1200,3.6,5.6,,,,,,,,,,,,58,28,248,7.7,1.1,4.03,3.1,2.9,30.2,0.29,0.77,"{""type"": ""Point"", ""coordinates"": [26.2384586227, 39.9574327844]}"
