item_uuid,Item Label,cite,statement_cite,statement_cite_html
68ff112a-e678-4404-9d7c-47db68011328,AIA 988,"Citation:

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 988 from Asia/Turkey/Troy"", in LBA-IA Ceramic Compositional Data from Troy. <https://opencontext.org/subjects/68ff112a-e678-4404-9d7c-47db68011328> ARK (Archive): https://n2t.net/ark:/28722/k2ms44h1h","The chemical elements documented here were identified through Neutron Activation Analysis (NAA). NAA was used to help study discrete local ceramic production resources and ancient exchange patterns. 

Citation:

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 988 from Asia/Turkey/Troy"", in LBA-IA Ceramic Compositional Data from Troy. <https://opencontext.org/subjects/68ff112a-e678-4404-9d7c-47db68011328> ARK (Archive): https://n2t.net/ark:/28722/k2ms44h1h","The chemical elements documented here were identified through Neutron Activation Analysis (NAA). NAA was used to help study discrete local ceramic production resources and ancient exchange patterns. 

<br/><br/><u>Citation</u>:<br/>

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 988 from Asia/Turkey/Troy"", in <em>LBA-IA Ceramic Compositional Data from Troy</em>. Open Context: <a href=""https://opencontext.org/subjects/68ff112a-e678-4404-9d7c-47db68011328"" target=""_blank"">https://opencontext.org/subjects/68ff112a-e678-4404-9d7c-47db68011328</a>, ARK (Archive): <a href=""https://n2t.net/ark:/28722/k2ms44h1h"">https://n2t.net/ark:/28722/k2ms44h1h</a>"
f5e03c9a-4fbd-489c-807d-510939dc59c1,AIA 989,"Citation:

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 989 from Asia/Turkey/Troy"", in LBA-IA Ceramic Compositional Data from Troy. <https://opencontext.org/subjects/f5e03c9a-4fbd-489c-807d-510939dc59c1> ARK (Archive): https://n2t.net/ark:/28722/k2rj4v958","The chemical elements documented here were identified through Neutron Activation Analysis (NAA). NAA was used to help study discrete local ceramic production resources and ancient exchange patterns. 

Citation:

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 989 from Asia/Turkey/Troy"", in LBA-IA Ceramic Compositional Data from Troy. <https://opencontext.org/subjects/f5e03c9a-4fbd-489c-807d-510939dc59c1> ARK (Archive): https://n2t.net/ark:/28722/k2rj4v958","The chemical elements documented here were identified through Neutron Activation Analysis (NAA). NAA was used to help study discrete local ceramic production resources and ancient exchange patterns. 

<br/><br/><u>Citation</u>:<br/>

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 989 from Asia/Turkey/Troy"", in <em>LBA-IA Ceramic Compositional Data from Troy</em>. Open Context: <a href=""https://opencontext.org/subjects/f5e03c9a-4fbd-489c-807d-510939dc59c1"" target=""_blank"">https://opencontext.org/subjects/f5e03c9a-4fbd-489c-807d-510939dc59c1</a>, ARK (Archive): <a href=""https://n2t.net/ark:/28722/k2rj4v958"">https://n2t.net/ark:/28722/k2rj4v958</a>"
f42deab4-95e1-41b6-89e2-0efe24e2d8bc,AIA 990,"Citation:

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 990 from Asia/Turkey/Troy"", in LBA-IA Ceramic Compositional Data from Troy. <https://opencontext.org/subjects/f42deab4-95e1-41b6-89e2-0efe24e2d8bc> ARK (Archive): https://n2t.net/ark:/28722/k2w95k38x","The chemical elements documented here were identified through Neutron Activation Analysis (NAA). NAA was used to help study discrete local ceramic production resources and ancient exchange patterns. 

Citation:

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 990 from Asia/Turkey/Troy"", in LBA-IA Ceramic Compositional Data from Troy. <https://opencontext.org/subjects/f42deab4-95e1-41b6-89e2-0efe24e2d8bc> ARK (Archive): https://n2t.net/ark:/28722/k2w95k38x","The chemical elements documented here were identified through Neutron Activation Analysis (NAA). NAA was used to help study discrete local ceramic production resources and ancient exchange patterns. 

<br/><br/><u>Citation</u>:<br/>

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 990 from Asia/Turkey/Troy"", in <em>LBA-IA Ceramic Compositional Data from Troy</em>. Open Context: <a href=""https://opencontext.org/subjects/f42deab4-95e1-41b6-89e2-0efe24e2d8bc"" target=""_blank"">https://opencontext.org/subjects/f42deab4-95e1-41b6-89e2-0efe24e2d8bc</a>, ARK (Archive): <a href=""https://n2t.net/ark:/28722/k2w95k38x"">https://n2t.net/ark:/28722/k2w95k38x</a>"
593351df-707f-40b7-bfe4-8be36756c981,AIA 991,"Citation:

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 991 from Asia/Turkey/Troy"", in LBA-IA Ceramic Compositional Data from Troy. <https://opencontext.org/subjects/593351df-707f-40b7-bfe4-8be36756c981> ARK (Archive): https://n2t.net/ark:/28722/k21268r21","The chemical elements documented here were identified through Neutron Activation Analysis (NAA). NAA was used to help study discrete local ceramic production resources and ancient exchange patterns. 

Citation:

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 991 from Asia/Turkey/Troy"", in LBA-IA Ceramic Compositional Data from Troy. <https://opencontext.org/subjects/593351df-707f-40b7-bfe4-8be36756c981> ARK (Archive): https://n2t.net/ark:/28722/k21268r21","The chemical elements documented here were identified through Neutron Activation Analysis (NAA). NAA was used to help study discrete local ceramic production resources and ancient exchange patterns. 

<br/><br/><u>Citation</u>:<br/>

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 991 from Asia/Turkey/Troy"", in <em>LBA-IA Ceramic Compositional Data from Troy</em>. Open Context: <a href=""https://opencontext.org/subjects/593351df-707f-40b7-bfe4-8be36756c981"" target=""_blank"">https://opencontext.org/subjects/593351df-707f-40b7-bfe4-8be36756c981</a>, ARK (Archive): <a href=""https://n2t.net/ark:/28722/k21268r21"">https://n2t.net/ark:/28722/k21268r21</a>"
34be4b5c-7a89-43ac-99d7-7104c7871295,AIA 992,"Citation:

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 992 from Asia/Turkey/Troy"", in LBA-IA Ceramic Compositional Data from Troy. <https://opencontext.org/subjects/34be4b5c-7a89-43ac-99d7-7104c7871295> ARK (Archive): https://n2t.net/ark:/28722/k24t70j7b","The chemical elements documented here were identified through Neutron Activation Analysis (NAA). NAA was used to help study discrete local ceramic production resources and ancient exchange patterns. 

Citation:

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 992 from Asia/Turkey/Troy"", in LBA-IA Ceramic Compositional Data from Troy. <https://opencontext.org/subjects/34be4b5c-7a89-43ac-99d7-7104c7871295> ARK (Archive): https://n2t.net/ark:/28722/k24t70j7b","The chemical elements documented here were identified through Neutron Activation Analysis (NAA). NAA was used to help study discrete local ceramic production resources and ancient exchange patterns. 

<br/><br/><u>Citation</u>:<br/>

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 992 from Asia/Turkey/Troy"", in <em>LBA-IA Ceramic Compositional Data from Troy</em>. Open Context: <a href=""https://opencontext.org/subjects/34be4b5c-7a89-43ac-99d7-7104c7871295"" target=""_blank"">https://opencontext.org/subjects/34be4b5c-7a89-43ac-99d7-7104c7871295</a>, ARK (Archive): <a href=""https://n2t.net/ark:/28722/k24t70j7b"">https://n2t.net/ark:/28722/k24t70j7b</a>"
a93369bb-6cd5-422b-afa4-96111be42b8b,AIA 993,"Citation:

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 993 from Asia/Turkey/Troy"", in LBA-IA Ceramic Compositional Data from Troy. <https://opencontext.org/subjects/a93369bb-6cd5-422b-afa4-96111be42b8b> ARK (Archive): https://n2t.net/ark:/28722/k28k7qc1q","The chemical elements documented here were identified through Neutron Activation Analysis (NAA). NAA was used to help study discrete local ceramic production resources and ancient exchange patterns. 

Citation:

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 993 from Asia/Turkey/Troy"", in LBA-IA Ceramic Compositional Data from Troy. <https://opencontext.org/subjects/a93369bb-6cd5-422b-afa4-96111be42b8b> ARK (Archive): https://n2t.net/ark:/28722/k28k7qc1q","The chemical elements documented here were identified through Neutron Activation Analysis (NAA). NAA was used to help study discrete local ceramic production resources and ancient exchange patterns. 

<br/><br/><u>Citation</u>:<br/>

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 993 from Asia/Turkey/Troy"", in <em>LBA-IA Ceramic Compositional Data from Troy</em>. Open Context: <a href=""https://opencontext.org/subjects/a93369bb-6cd5-422b-afa4-96111be42b8b"" target=""_blank"">https://opencontext.org/subjects/a93369bb-6cd5-422b-afa4-96111be42b8b</a>, ARK (Archive): <a href=""https://n2t.net/ark:/28722/k28k7qc1q"">https://n2t.net/ark:/28722/k28k7qc1q</a>"
1bd6adcf-a4bc-46f9-802c-c15a05296434,AIA 994,"Citation:

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 994 from Asia/Turkey/Troy"", in LBA-IA Ceramic Compositional Data from Troy. <https://opencontext.org/subjects/1bd6adcf-a4bc-46f9-802c-c15a05296434> ARK (Archive): https://n2t.net/ark:/28722/k2d79qs24","The chemical elements documented here were identified through Neutron Activation Analysis (NAA). NAA was used to help study discrete local ceramic production resources and ancient exchange patterns. 

Citation:

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 994 from Asia/Turkey/Troy"", in LBA-IA Ceramic Compositional Data from Troy. <https://opencontext.org/subjects/1bd6adcf-a4bc-46f9-802c-c15a05296434> ARK (Archive): https://n2t.net/ark:/28722/k2d79qs24","The chemical elements documented here were identified through Neutron Activation Analysis (NAA). NAA was used to help study discrete local ceramic production resources and ancient exchange patterns. 

<br/><br/><u>Citation</u>:<br/>

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 994 from Asia/Turkey/Troy"", in <em>LBA-IA Ceramic Compositional Data from Troy</em>. Open Context: <a href=""https://opencontext.org/subjects/1bd6adcf-a4bc-46f9-802c-c15a05296434"" target=""_blank"">https://opencontext.org/subjects/1bd6adcf-a4bc-46f9-802c-c15a05296434</a>, ARK (Archive): <a href=""https://n2t.net/ark:/28722/k2d79qs24"">https://n2t.net/ark:/28722/k2d79qs24</a>"
8de1b004-f791-4d79-8322-b32b48aea0b9,AIA 995,"Citation:

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 995 from Asia/Turkey/Troy"", in LBA-IA Ceramic Compositional Data from Troy. <https://opencontext.org/subjects/8de1b004-f791-4d79-8322-b32b48aea0b9> ARK (Archive): https://n2t.net/ark:/28722/k2j10fk79","The chemical elements documented here were identified through Neutron Activation Analysis (NAA). NAA was used to help study discrete local ceramic production resources and ancient exchange patterns. 

Citation:

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 995 from Asia/Turkey/Troy"", in LBA-IA Ceramic Compositional Data from Troy. <https://opencontext.org/subjects/8de1b004-f791-4d79-8322-b32b48aea0b9> ARK (Archive): https://n2t.net/ark:/28722/k2j10fk79","The chemical elements documented here were identified through Neutron Activation Analysis (NAA). NAA was used to help study discrete local ceramic production resources and ancient exchange patterns. 

<br/><br/><u>Citation</u>:<br/>

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 995 from Asia/Turkey/Troy"", in <em>LBA-IA Ceramic Compositional Data from Troy</em>. Open Context: <a href=""https://opencontext.org/subjects/8de1b004-f791-4d79-8322-b32b48aea0b9"" target=""_blank"">https://opencontext.org/subjects/8de1b004-f791-4d79-8322-b32b48aea0b9</a>, ARK (Archive): <a href=""https://n2t.net/ark:/28722/k2j10fk79"">https://n2t.net/ark:/28722/k2j10fk79</a>"
9c619a83-2a53-4465-a559-748ffc904b6e,AIA 996,"Citation:

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 996 from Asia/Turkey/Troy"", in LBA-IA Ceramic Compositional Data from Troy. <https://opencontext.org/subjects/9c619a83-2a53-4465-a559-748ffc904b6e> ARK (Archive): https://n2t.net/ark:/28722/k2ns15d1r","The chemical elements documented here were identified through Neutron Activation Analysis (NAA). NAA was used to help study discrete local ceramic production resources and ancient exchange patterns. 

Citation:

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 996 from Asia/Turkey/Troy"", in LBA-IA Ceramic Compositional Data from Troy. <https://opencontext.org/subjects/9c619a83-2a53-4465-a559-748ffc904b6e> ARK (Archive): https://n2t.net/ark:/28722/k2ns15d1r","The chemical elements documented here were identified through Neutron Activation Analysis (NAA). NAA was used to help study discrete local ceramic production resources and ancient exchange patterns. 

<br/><br/><u>Citation</u>:<br/>

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 996 from Asia/Turkey/Troy"", in <em>LBA-IA Ceramic Compositional Data from Troy</em>. Open Context: <a href=""https://opencontext.org/subjects/9c619a83-2a53-4465-a559-748ffc904b6e"" target=""_blank"">https://opencontext.org/subjects/9c619a83-2a53-4465-a559-748ffc904b6e</a>, ARK (Archive): <a href=""https://n2t.net/ark:/28722/k2ns15d1r"">https://n2t.net/ark:/28722/k2ns15d1r</a>"
26160174-ac60-446d-9eb7-641454c3be66,AIA 997,"Citation:

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 997 from Asia/Turkey/Troy"", in LBA-IA Ceramic Compositional Data from Troy. <https://opencontext.org/subjects/26160174-ac60-446d-9eb7-641454c3be66> ARK (Archive): https://n2t.net/ark:/28722/k2sj1w622","The chemical elements documented here were identified through Neutron Activation Analysis (NAA). NAA was used to help study discrete local ceramic production resources and ancient exchange patterns. 

Citation:

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 997 from Asia/Turkey/Troy"", in LBA-IA Ceramic Compositional Data from Troy. <https://opencontext.org/subjects/26160174-ac60-446d-9eb7-641454c3be66> ARK (Archive): https://n2t.net/ark:/28722/k2sj1w622","The chemical elements documented here were identified through Neutron Activation Analysis (NAA). NAA was used to help study discrete local ceramic production resources and ancient exchange patterns. 

<br/><br/><u>Citation</u>:<br/>

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 997 from Asia/Turkey/Troy"", in <em>LBA-IA Ceramic Compositional Data from Troy</em>. Open Context: <a href=""https://opencontext.org/subjects/26160174-ac60-446d-9eb7-641454c3be66"" target=""_blank"">https://opencontext.org/subjects/26160174-ac60-446d-9eb7-641454c3be66</a>, ARK (Archive): <a href=""https://n2t.net/ark:/28722/k2sj1w622"">https://n2t.net/ark:/28722/k2sj1w622</a>"
501da0f3-503f-4599-8c74-be5910405ae3,AIA 998,"Citation:

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 998 from Asia/Turkey/Troy"", in LBA-IA Ceramic Compositional Data from Troy. <https://opencontext.org/subjects/501da0f3-503f-4599-8c74-be5910405ae3> ARK (Archive): https://n2t.net/ark:/28722/k2x92m066","The chemical elements documented here were identified through Neutron Activation Analysis (NAA). NAA was used to help study discrete local ceramic production resources and ancient exchange patterns. 

Citation:

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 998 from Asia/Turkey/Troy"", in LBA-IA Ceramic Compositional Data from Troy. <https://opencontext.org/subjects/501da0f3-503f-4599-8c74-be5910405ae3> ARK (Archive): https://n2t.net/ark:/28722/k2x92m066","The chemical elements documented here were identified through Neutron Activation Analysis (NAA). NAA was used to help study discrete local ceramic production resources and ancient exchange patterns. 

<br/><br/><u>Citation</u>:<br/>

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 998 from Asia/Turkey/Troy"", in <em>LBA-IA Ceramic Compositional Data from Troy</em>. Open Context: <a href=""https://opencontext.org/subjects/501da0f3-503f-4599-8c74-be5910405ae3"" target=""_blank"">https://opencontext.org/subjects/501da0f3-503f-4599-8c74-be5910405ae3</a>, ARK (Archive): <a href=""https://n2t.net/ark:/28722/k2x92m066"">https://n2t.net/ark:/28722/k2x92m066</a>"
fdafb7d7-6e44-4194-8e67-20e367d07732,AIA 999,"Citation:

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 999 from Asia/Turkey/Troy"", in LBA-IA Ceramic Compositional Data from Troy. <https://opencontext.org/subjects/fdafb7d7-6e44-4194-8e67-20e367d07732> ARK (Archive): https://n2t.net/ark:/28722/k22239n1s","The chemical elements documented here were identified through Neutron Activation Analysis (NAA). NAA was used to help study discrete local ceramic production resources and ancient exchange patterns. 

Citation:

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 999 from Asia/Turkey/Troy"", in LBA-IA Ceramic Compositional Data from Troy. <https://opencontext.org/subjects/fdafb7d7-6e44-4194-8e67-20e367d07732> ARK (Archive): https://n2t.net/ark:/28722/k22239n1s","The chemical elements documented here were identified through Neutron Activation Analysis (NAA). NAA was used to help study discrete local ceramic production resources and ancient exchange patterns. 

<br/><br/><u>Citation</u>:<br/>

Pavol Hnila, Carolyn Aslan, Diane Thumm-Dograyan, Wendy Rigter, Peter Grave, Lisa Kealhofer, Ben Marsh (2020) ""AIA 999 from Asia/Turkey/Troy"", in <em>LBA-IA Ceramic Compositional Data from Troy</em>. Open Context: <a href=""https://opencontext.org/subjects/fdafb7d7-6e44-4194-8e67-20e367d07732"" target=""_blank"">https://opencontext.org/subjects/fdafb7d7-6e44-4194-8e67-20e367d07732</a>, ARK (Archive): <a href=""https://n2t.net/ark:/28722/k22239n1s"">https://n2t.net/ark:/28722/k22239n1s</a>"
d1a68af6-7262-4acc-adaf-605f5c86841a,Record 1724,"Citation:

Lisa Kealhofer, Peter Grave, Ben Marsh (2017) ""Record 1724 from Asia/Turkey/Sardis"", in Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA. <https://opencontext.org/subjects/d1a68af6-7262-4acc-adaf-605f5c86841a> ARK (Archive): https://n2t.net/ark:/28722/k2fj2sd19","The chemical elements documented here were identified through Neutron Activation Analysis (NAA). NAA was used to help study discrete local ceramic production resources and ancient exchange patterns. 

Citation:

Lisa Kealhofer, Peter Grave, Ben Marsh (2017) ""Record 1724 from Asia/Turkey/Sardis"", in Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA. <https://opencontext.org/subjects/d1a68af6-7262-4acc-adaf-605f5c86841a> ARK (Archive): https://n2t.net/ark:/28722/k2fj2sd19","The chemical elements documented here were identified through Neutron Activation Analysis (NAA). NAA was used to help study discrete local ceramic production resources and ancient exchange patterns. 

<br/><br/><u>Citation</u>:<br/>

Lisa Kealhofer, Peter Grave, Ben Marsh (2017) ""Record 1724 from Asia/Turkey/Sardis"", in <em>Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA</em>. Open Context: <a href=""https://opencontext.org/subjects/d1a68af6-7262-4acc-adaf-605f5c86841a"" target=""_blank"">https://opencontext.org/subjects/d1a68af6-7262-4acc-adaf-605f5c86841a</a>, ARK (Archive): <a href=""https://n2t.net/ark:/28722/k2fj2sd19"">https://n2t.net/ark:/28722/k2fj2sd19</a>"
65b5aa29-c802-4e0e-9cac-f110544c73c2,Record 1725,"Citation:

Lisa Kealhofer, Peter Grave, Ben Marsh (2017) ""Record 1725 from Asia/Turkey/Sardis"", in Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA. <https://opencontext.org/subjects/65b5aa29-c802-4e0e-9cac-f110544c73c2> ARK (Archive): https://n2t.net/ark:/28722/k2k93h66x","The chemical elements documented here were identified through Neutron Activation Analysis (NAA). NAA was used to help study discrete local ceramic production resources and ancient exchange patterns. 

Citation:

Lisa Kealhofer, Peter Grave, Ben Marsh (2017) ""Record 1725 from Asia/Turkey/Sardis"", in Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA. <https://opencontext.org/subjects/65b5aa29-c802-4e0e-9cac-f110544c73c2> ARK (Archive): https://n2t.net/ark:/28722/k2k93h66x","The chemical elements documented here were identified through Neutron Activation Analysis (NAA). NAA was used to help study discrete local ceramic production resources and ancient exchange patterns. 

<br/><br/><u>Citation</u>:<br/>

Lisa Kealhofer, Peter Grave, Ben Marsh (2017) ""Record 1725 from Asia/Turkey/Sardis"", in <em>Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA</em>. Open Context: <a href=""https://opencontext.org/subjects/65b5aa29-c802-4e0e-9cac-f110544c73c2"" target=""_blank"">https://opencontext.org/subjects/65b5aa29-c802-4e0e-9cac-f110544c73c2</a>, ARK (Archive): <a href=""https://n2t.net/ark:/28722/k2k93h66x"">https://n2t.net/ark:/28722/k2k93h66x</a>"
dade78c1-6a69-4bae-9368-0e33fd490694,Record 1726,"Citation:

Lisa Kealhofer, Peter Grave, Ben Marsh (2017) ""Record 1726 from Asia/Turkey/Sardis"", in Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA. <https://opencontext.org/subjects/dade78c1-6a69-4bae-9368-0e33fd490694> ARK (Archive): https://n2t.net/ark:/28722/k2q24707m","The chemical elements documented here were identified through Neutron Activation Analysis (NAA). NAA was used to help study discrete local ceramic production resources and ancient exchange patterns. 

Citation:

Lisa Kealhofer, Peter Grave, Ben Marsh (2017) ""Record 1726 from Asia/Turkey/Sardis"", in Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA. <https://opencontext.org/subjects/dade78c1-6a69-4bae-9368-0e33fd490694> ARK (Archive): https://n2t.net/ark:/28722/k2q24707m","The chemical elements documented here were identified through Neutron Activation Analysis (NAA). NAA was used to help study discrete local ceramic production resources and ancient exchange patterns. 

<br/><br/><u>Citation</u>:<br/>

Lisa Kealhofer, Peter Grave, Ben Marsh (2017) ""Record 1726 from Asia/Turkey/Sardis"", in <em>Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA</em>. Open Context: <a href=""https://opencontext.org/subjects/dade78c1-6a69-4bae-9368-0e33fd490694"" target=""_blank"">https://opencontext.org/subjects/dade78c1-6a69-4bae-9368-0e33fd490694</a>, ARK (Archive): <a href=""https://n2t.net/ark:/28722/k2q24707m"">https://n2t.net/ark:/28722/k2q24707m</a>"
cbc38d6d-1d0b-46a1-8225-ddfacb43d19f,Record 1727,"Citation:

Lisa Kealhofer, Peter Grave, Ben Marsh (2017) ""Record 1727 from Asia/Turkey/Sardis"", in Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA. <https://opencontext.org/subjects/cbc38d6d-1d0b-46a1-8225-ddfacb43d19f> ARK (Archive): https://n2t.net/ark:/28722/k2tq67f09","The chemical elements documented here were identified through Neutron Activation Analysis (NAA). NAA was used to help study discrete local ceramic production resources and ancient exchange patterns. 

Citation:

Lisa Kealhofer, Peter Grave, Ben Marsh (2017) ""Record 1727 from Asia/Turkey/Sardis"", in Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA. <https://opencontext.org/subjects/cbc38d6d-1d0b-46a1-8225-ddfacb43d19f> ARK (Archive): https://n2t.net/ark:/28722/k2tq67f09","The chemical elements documented here were identified through Neutron Activation Analysis (NAA). NAA was used to help study discrete local ceramic production resources and ancient exchange patterns. 

<br/><br/><u>Citation</u>:<br/>

Lisa Kealhofer, Peter Grave, Ben Marsh (2017) ""Record 1727 from Asia/Turkey/Sardis"", in <em>Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA</em>. Open Context: <a href=""https://opencontext.org/subjects/cbc38d6d-1d0b-46a1-8225-ddfacb43d19f"" target=""_blank"">https://opencontext.org/subjects/cbc38d6d-1d0b-46a1-8225-ddfacb43d19f</a>, ARK (Archive): <a href=""https://n2t.net/ark:/28722/k2tq67f09"">https://n2t.net/ark:/28722/k2tq67f09</a>"
e60c411f-766d-428f-8ef6-dbf1063d7bf6,Record 1728,"Citation:

Lisa Kealhofer, Peter Grave, Ben Marsh (2017) ""Record 1728 from Asia/Turkey/Sardis"", in Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA. <https://opencontext.org/subjects/e60c411f-766d-428f-8ef6-dbf1063d7bf6> ARK (Archive): https://n2t.net/ark:/28722/k2zg6z723","The chemical elements documented here were identified through Neutron Activation Analysis (NAA). NAA was used to help study discrete local ceramic production resources and ancient exchange patterns. 

Citation:

Lisa Kealhofer, Peter Grave, Ben Marsh (2017) ""Record 1728 from Asia/Turkey/Sardis"", in Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA. <https://opencontext.org/subjects/e60c411f-766d-428f-8ef6-dbf1063d7bf6> ARK (Archive): https://n2t.net/ark:/28722/k2zg6z723","The chemical elements documented here were identified through Neutron Activation Analysis (NAA). NAA was used to help study discrete local ceramic production resources and ancient exchange patterns. 

<br/><br/><u>Citation</u>:<br/>

Lisa Kealhofer, Peter Grave, Ben Marsh (2017) ""Record 1728 from Asia/Turkey/Sardis"", in <em>Differentiating local from nonlocal ceramic production at Iron Age Sardis using NAA</em>. Open Context: <a href=""https://opencontext.org/subjects/e60c411f-766d-428f-8ef6-dbf1063d7bf6"" target=""_blank"">https://opencontext.org/subjects/e60c411f-766d-428f-8ef6-dbf1063d7bf6</a>, ARK (Archive): <a href=""https://n2t.net/ark:/28722/k2zg6z723"">https://n2t.net/ark:/28722/k2zg6z723</a>"
